,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,date,week_day,day,month
69611,169832063,09/28/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,995509.0,198162.0,40.71058672000004,-73.95938994399995,2017-09-28,3,28,9
69679,169796744,09/28/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,94,0.0,25-44,M,BLACK,995182.0,205882.0,40.731776669000055,-73.96055690399999,2017-09-28,3,28,9
70817,169783143,09/27/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211300,F,K,90,0.0,25-44,F,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-27,2,27,9
71029,169796751,09/27/2017,568.0,"MARIJUANA, POSSESSION 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2212000,F,K,94,0.0,25-44,M,BLACK,995794.0,202125.0,40.72146384000007,-73.95835514799995,2017-09-27,2,27,9
71069,169796745,09/27/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,0.0,18-24,M,WHITE HISPANIC,993758.0,196212.0,40.70523648500005,-73.96570859899998,2017-09-27,2,27,9
71310,169798150,09/27/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701003,F,K,90,0.0,18-24,M,BLACK,993758.0,196212.0,40.70523648500005,-73.96570859899998,2017-09-27,2,27,9
71866,169754316,09/26/2017,112.0,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126.0,MISCELLANEOUS PENAL LAW,PL 1201300,F,K,94,0.0,65+,M,WHITE HISPANIC,997280.0,205354.0,40.73032459700005,-73.95298798199997,2017-09-26,1,26,9
72141,169702613,09/25/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,45-64,M,BLACK,1000226.0,195165.0,40.702353404000064,-73.94238271999996,2017-09-25,0,25,9
72170,169712213,09/25/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK HISPANIC,994403.0,196048.0,40.70478562700004,-73.96338250199994,2017-09-25,0,25,9
72177,169700675,09/25/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,0.0,18-24,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-25,0,25,9
72311,169708376,09/25/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,25-44,M,BLACK,1000014.0,197754.0,40.70945997800004,-73.94314125399995,2017-09-25,0,25,9
72384,169695350,09/25/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-25,0,25,9
72568,169712216,09/25/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,WHITE HISPANIC,994403.0,196048.0,40.70478562700004,-73.96338250199994,2017-09-25,0,25,9
72572,169712762,09/25/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120052H,F,K,90,0.0,25-44,F,BLACK,994722.0,196657.0,40.70645681800004,-73.96223101399994,2017-09-25,0,25,9
72837,169695348,09/24/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-24,6,24,9
72916,169657876,09/24/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,18-24,M,ASIAN / PACIFIC ISLANDER,999636.0,196010.0,40.70467377500006,-73.94450866999993,2017-09-24,6,24,9
72920,169655195,09/24/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,18-24,M,ASIAN / PACIFIC ISLANDER,999636.0,196010.0,40.70467377500006,-73.94450866999993,2017-09-24,6,24,9
72939,169675287,09/24/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 12005A3,F,K,90,0.0,25-44,M,BLACK,994651.0,196257.0,40.70535899500004,-73.96248771499995,2017-09-24,6,24,9
72994,169695347,09/24/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-24,6,24,9
73045,169655187,09/24/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,18-24,M,ASIAN / PACIFIC ISLANDER,999636.0,196010.0,40.70467377500006,-73.94450866999993,2017-09-24,6,24,9
73046,169655196,09/24/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,F,WHITE HISPANIC,1000565.0,196256.0,40.70534732300007,-73.94115744599996,2017-09-24,6,24,9
73365,169649695,09/23/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,997566.0,198075.0,40.71034506900003,-73.95197046699997,2017-09-23,5,23,9
73368,169647317,09/23/2017,461.0,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650600,F,K,90,0.0,25-44,M,WHITE HISPANIC,994838.0,198219.0,40.710744000000034,-73.961810169,2017-09-23,5,23,9
73509,169634752,09/23/2017,419.0,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553005,F,K,90,0.0,<18,M,BLACK,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-09-23,5,23,9
74049,169630863,09/22/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-22,4,22,9
74145,169613224,09/22/2017,273.0,"TAMPERING 1,CRIMINAL",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1452000,F,K,90,1.0,25-44,M,BLACK,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-09-22,4,22,9
74431,169616806,09/22/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200512,F,K,90,0.0,18-24,M,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-22,4,22,9
74496,169628513,09/22/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-22,4,22,9
74689,169602815,09/22/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,18-24,M,WHITE HISPANIC,999631.0,198004.0,40.710146843000075,-73.94452214899997,2017-09-22,4,22,9
74860,169598114,09/21/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601502,F,K,90,0.0,<18,M,BLACK,999554.0,196657.0,40.70644978000007,-73.94480294999995,2017-09-21,3,21,9
75088,169570725,09/21/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,WHITE HISPANIC,1001768.0,200786.0,40.71777879600006,-73.93680674999997,2017-09-21,3,21,9
75122,169598116,09/21/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601502,F,K,90,0.0,<18,M,BLACK,999554.0,196657.0,40.70644978000007,-73.94480294999995,2017-09-21,3,21,9
75259,169591997,09/21/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,90,0.0,25-44,F,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-21,3,21,9
75293,169600194,09/21/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601502,F,K,90,0.0,<18,M,WHITE HISPANIC,999554.0,196657.0,40.70644978000007,-73.94480294999995,2017-09-21,3,21,9
75790,169555225,09/20/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,90,0.0,25-44,M,WHITE,995355.0,198238.0,40.71079551600008,-73.95994530099993,2017-09-20,2,20,9
76119,169558707,09/20/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,18-24,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-20,2,20,9
76339,169540334,09/20/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-20,2,20,9
76477,169544189,09/20/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,25-44,M,BLACK,995601.0,197670.0,40.70923617900007,-73.95905892799993,2017-09-20,2,20,9
76653,169501731,09/19/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,25-44,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-19,1,19,9
76690,169520923,09/19/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,2.0,25-44,M,BLACK,1001438.0,194908.0,40.70164572700002,-73.93801220099994,2017-09-19,1,19,9
76860,169487866,09/19/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,18-24,M,BLACK,999500.0,199049.0,40.71301534600008,-73.94499229999997,2017-09-19,1,19,9
76976,169493980,09/19/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,0.0,25-44,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-19,1,19,9
77120,169487868,09/19/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,18-24,M,WHITE,999500.0,199049.0,40.71301534600008,-73.94499229999997,2017-09-19,1,19,9
77170,169469693,09/18/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,25-44,F,BLACK,1004512.0,196790.0,40.706804869000045,-73.926920033,2017-09-18,0,18,9
78561,169419277,09/16/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0.0,45-64,F,WHITE HISPANIC,1000852.0,194727.0,40.70115004400003,-73.94012608099996,2017-09-16,5,16,9
78673,169420720,09/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,2.0,25-44,M,BLACK,994068.0,195940.0,40.70448957100007,-73.96459090799993,2017-09-16,5,16,9
78755,169427808,09/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,M,WHITE HISPANIC,1001461.0,197440.0,40.708595426000045,-73.93792277999995,2017-09-16,5,16,9
78834,169428748,09/16/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201200,F,K,90,0.0,18-24,M,WHITE HISPANIC,996750.0,197855.0,40.70974241200002,-73.95491419699994,2017-09-16,5,16,9
79009,169404328,09/15/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,2.0,25-44,M,BLACK,998089.0,194233.0,40.69979888100005,-73.95009189499996,2017-09-15,4,15,9
79087,169404675,09/15/2017,461.0,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650600,F,K,94,0.0,25-44,M,WHITE,999076.0,201550.0,40.71988071200008,-73.94651622699999,2017-09-15,4,15,9
79324,169404341,09/15/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553500,F,K,90,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,1000947.0,196966.0,40.70729539400003,-73.93977790999998,2017-09-15,4,15,9
79450,169385507,09/15/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-15,4,15,9
79559,169382753,09/15/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553500,F,K,90,0.0,25-44,F,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-15,4,15,9
79782,169333918,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,F,BLACK,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
79877,169366044,09/14/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,M,WHITE,999667.0,199605.0,40.71454114400007,-73.94438863099998,2017-09-14,3,14,9
80087,169338494,09/14/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,94,0.0,45-64,M,BLACK HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-14,3,14,9
80088,169338493,09/14/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,94,0.0,45-64,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-14,3,14,9
80167,169366041,09/14/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,94,0.0,25-44,M,WHITE HISPANIC,999667.0,199605.0,40.71454114400007,-73.94438863099998,2017-09-14,3,14,9
80276,169333911,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
80322,169350758,09/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,<18,F,BLACK,998911.0,196322.0,40.70553137300004,-73.94712285299995,2017-09-14,3,14,9
80338,169364416,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000480.0,198640.0,40.71189099500003,-73.94145827299997,2017-09-14,3,14,9
80519,169333921,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
80520,169333919,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,F,BLACK,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
80529,169333914,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,F,BLACK,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
80531,169333917,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,F,BLACK,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-09-14,3,14,9
80570,169345382,09/14/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,94,0.0,25-44,M,BLACK,994603.0,200263.0,40.71635457100007,-73.96265467899997,2017-09-14,3,14,9
80734,169364408,09/14/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000480.0,198640.0,40.71189099500003,-73.94145827299997,2017-09-14,3,14,9
80764,169350756,09/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,<18,F,BLACK,998911.0,196322.0,40.70553137300004,-73.94712285299995,2017-09-14,3,14,9
80793,169268320,09/13/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,94,0.0,18-24,F,WHITE,995794.0,202125.0,40.72146384000007,-73.95835514799995,2017-09-13,2,13,9
80873,169318524,09/13/2017,764.0,BAIL JUMPING 1 & 2,126.0,MISCELLANEOUS PENAL LAW,PL 2155600,F,K,94,0.0,18-24,M,BLACK,1000792.0,202856.0,40.723462324000025,-73.94032249899993,2017-09-13,2,13,9
81384,169296717,09/13/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,M,WHITE,1001471.0,200273.0,40.71637131700004,-73.93787946399993,2017-09-13,2,13,9
81556,169312633,09/13/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,0.0,25-44,F,BLACK,1000033.0,198581.0,40.71172986200002,-73.94307078299995,2017-09-13,2,13,9
81650,169290928,09/13/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,94,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-13,2,13,9
82136,169247594,09/12/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-12,1,12,9
82288,169230961,09/12/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0.0,25-44,M,WHITE,996480.0,197707.0,40.709336564000075,-73.95588834899995,2017-09-12,1,12,9
82290,169251387,09/12/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,18-24,M,WHITE,999664.0,201687.0,40.72025573900004,-73.94439468599995,2017-09-12,1,12,9
82341,169255793,09/12/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,1.0,45-64,M,BLACK HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-09-12,1,12,9
82432,169253787,09/12/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701004,F,K,90,1.0,25-44,F,BLACK,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-09-12,1,12,9
82504,169261497,09/12/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,94,0.0,25-44,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-12,1,12,9
82763,169209521,09/11/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,45-64,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-11,0,11,9
82773,169211763,09/11/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,94,0.0,25-44,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-11,0,11,9
82817,169209574,09/11/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200600,F,K,90,0.0,25-44,F,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-11,0,11,9
82866,169209576,09/11/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200600,F,K,90,0.0,25-44,F,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-11,0,11,9
83007,169209540,09/11/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,25-44,F,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-11,0,11,9
83233,169174481,09/10/2017,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,K,94,0.0,25-44,M,BLACK HISPANIC,996765.0,206601.0,40.73374804900004,-73.95484383099993,2017-09-10,6,10,9
83310,169174470,09/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,<18,M,WHITE HISPANIC,993695.0,196946.0,40.70725121000004,-73.96593479399995,2017-09-10,6,10,9
83458,169173654,09/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,<18,M,WHITE HISPANIC,993695.0,196946.0,40.70725121000004,-73.96593479399995,2017-09-10,6,10,9
83893,169144391,09/09/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,94,0.0,18-24,M,BLACK HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-09-09,5,9,9
83929,169136544,09/09/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,94,0.0,25-44,M,BLACK,996894.0,205569.0,40.73091527900005,-73.95438030199995,2017-09-09,5,9,9
84049,169136542,09/09/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,94,0.0,25-44,M,BLACK,996894.0,205569.0,40.73091527900005,-73.95438030199995,2017-09-09,5,9,9
84223,169138778,09/09/2017,223.0,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 1402502,F,K,94,0.0,18-24,M,WHITE HISPANIC,1000452.0,200617.0,40.717317439000055,-73.94155451299997,2017-09-09,5,9,9
84329,169151448,09/09/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154001,F,K,90,0.0,18-24,M,WHITE HISPANIC,995351.0,199828.0,40.71515969300003,-73.95995710799998,2017-09-09,5,9,9
84347,169136549,09/09/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,94,0.0,25-44,F,BLACK,996894.0,205569.0,40.73091527900005,-73.95438030199995,2017-09-09,5,9,9
84362,169135531,09/09/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701004,F,K,90,1.0,25-44,M,WHITE HISPANIC,995921.0,197378.0,40.70843429200004,-73.95790520999998,2017-09-09,5,9,9
84430,169131488,09/08/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,BLACK HISPANIC,997328.0,197578.0,40.70898127700008,-73.95282989999998,2017-09-08,4,8,9
84669,169118717,09/08/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,25-44,M,WHITE HISPANIC,1001619.0,196652.0,40.70643224400004,-73.93735491899997,2017-09-08,4,8,9
85078,169131491,09/08/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,996041.0,198196.0,40.71067934900003,-73.95747094799998,2017-09-08,4,8,9
85242,169091433,09/07/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,BLACK HISPANIC,998570.0,205532.0,40.73081116900005,-73.94833316299997,2017-09-07,3,7,9
85259,169069276,09/07/2017,419.0,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553005,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-07,3,7,9
85306,169065020,09/07/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,2.0,45-64,M,BLACK,1001438.0,194908.0,40.70164572700002,-73.93801220099994,2017-09-07,3,7,9
85329,169067412,09/07/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-09-07,3,7,9
85364,169097751,09/07/2017,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,K,94,0.0,45-64,M,WHITE,996068.0,204677.0,40.728468100000036,-73.95736217999998,2017-09-07,3,7,9
85576,168863234,09/07/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,94,0.0,25-44,M,WHITE,997953.0,204438.0,40.72780938300008,-73.95056159999997,2017-09-07,3,7,9
